crime_type,date,observed_rate,global_rate,city_fitted_rate
murder,2017-01-01,0,3.171209515728732,3.5424529952888792
murder,2017-02-01,0,2.880609077742155,3.2533037526588284
murder,2017-03-01,10.291065639847005,2.8359813564192327,3.1869521332468973
murder,2017-04-01,0,3.0416567368716803,3.396960466330232
murder,2017-05-01,0,3.27972090728133,3.7119157783477084
murder,2017-06-01,0,3.3781217572576634,3.9057719963872666
murder,2017-07-01,0,3.365793537067428,3.9015755590928722
murder,2017-08-01,0,3.2471427000209245,3.7267218233250516
murder,2017-09-01,0,3.0244801982882676,3.4815436898234573
murder,2017-10-01,0,2.8426827466420295,3.323347612382405
murder,2017-11-01,0,2.8040055612043253,3.3075106671135486
murder,2017-12-01,10.291065639847005,2.7777867098314304,3.2854762513009073
murder,2018-01-01,0,2.591103142187956,3.095019869834938
murder,2018-02-01,0,2.3715685756191833,2.8577485919632313
murder,2018-03-01,0,2.3532645985763994,2.8151624750915465
murder,2018-04-01,0,2.548883901100547,3.0217309529604215
murder,2018-05-01,0,2.7778070174240885,3.3269911982364544
murder,2018-06-01,0,2.896189800086834,3.531170846367485
murder,2018-07-01,10.291065639847005,2.9231148394910798,3.5598997216561554
murder,2018-08-01,10.291065639847005,2.861280211448339,3.435610668938704
murder,2018-09-01,10.291065639847005,2.707233553089729,3.2455956571733298
murder,2018-10-01,0,2.5863670154132006,3.1342704132911323
murder,2018-11-01,10.291065639847005,2.5975904833390584,3.1595736509887056
murder,2018-12-01,0,2.621450452482281,3.1801600910572643
murder,2019-01-01,0,2.494848024535443,3.0388538180119955
murder,2019-02-01,10.291065639847005,2.3313250370378142,2.847548377428793
murder,2019-03-01,20.58213127969401,2.357921563977831,2.8434123828844906
murder,2019-04-01,0,2.6088889378306974,3.0985357298480944
murder,2019-05-01,0,2.902148166217336,3.4615792810751684
murder,2019-06-01,0,3.089617735696452,3.7287435004426133
murder,2019-07-01,20.58213127969401,3.180104354712437,3.811634572128943
murder,2019-08-01,0,3.1738626565197654,3.7293906780411827
murder,2019-09-01,10.291065639847005,3.0584224371806266,3.5688885125125243
murder,2019-10-01,0,2.970143563016942,3.486445132251297
murder,2019-11-01,0,3.0290642969144757,3.5525472766832618
murder,2019-12-01,0,3.097040883190683,3.608424351863979
murder,2020-01-01,0,2.981897189088351,3.4759862896529907
murder,2020-02-01,10.291065639847005,2.8136381203113836,3.278987703218084
murder,2020-03-01,0,2.867797378906088,3.291554542072865
murder,2020-04-01,10.291065639847005,3.1923644800934845,3.601412317310641
murder,2020-05-01,0,3.565661325072327,4.033824963543235
murder,2020-06-01,0,3.8048044475336837,4.3508900882571915
murder,2020-07-01,20.58213127969401,3.9179105968062027,4.447430310676873
murder,2020-08-01,0,3.904610222069022,4.345365778890392
murder,2020-09-01,0,3.7500299248941937,4.146781689084659
murder,2020-10-01,0,3.6234327961491632,4.034760093218896
murder,2020-11-01,0,3.6693048580513152,4.0887753698964575
murder,2020-12-01,10.291065639847005,3.720081680242672,4.126262457073228
murder,2021-01-01,0,3.5454569515768024,3.944097151219602
murder,2021-02-01,10.291065639847005,3.3072704714399457,3.6883835264317626
murder,2021-03-01,0,3.3312044725108083,3.669524737799247
murder,2021-04-01,0,3.6593172951958928,3.9749232412084394
murder,2021-05-01,0,4.032567291623562,4.407180823258507
murder,2021-06-01,10.291065639847005,4.24177826484364,4.702417665468801
murder,2021-07-01,0,4.306782046181756,4.755848990192151
murder,2021-08-01,0,4.230097443221498,4.595724892932441
murder,2021-09-01,0,4.004693943083575,4.338107156499134
murder,2021-10-01,10.291065639847005,3.8175887682214835,4.177667033647949
murder,2021-11-01,0,3.81455276398149,4.190418145915454
murder,2021-12-01,0,3.819870407588878,4.188776910984738
murder,2022-01-01,0,3.5966033298618836,3.966312665286256
murder,2022-02-01,0,3.316539822621219,3.6759349028937427
murder,2022-03-01,0,3.307723850709402,3.6288563419926287
murder,2022-04-01,0,3.5961598590057737,3.898793386747025
murder,2022-05-01,10.291065639847005,3.925855915031641,4.290355809544268
murder,2022-06-01,10.291065639847005,4.0920877498143025,4.544186203668738
murder,2022-07-01,0,4.120783058037924,4.565025966081375
murder,2022-08-01,0,4.015639716820332,4.382608198744284
murder,2022-09-01,10.291065639847005,3.7741765839720838,4.1117410959553755
murder,2022-10-01,20.58213127969401,3.5747613863727006,3.937898276883685
murder,2022-11-01,0,3.5502567524341813,3.928996511301654
