crime_type,date,observed_rate,global_rate,city_fitted_rate
murder,2017-01-01,11.701342729078164,3.171209515728732,7.858846308235647
murder,2017-02-01,3.9004475763593867,2.880609077742155,6.974717328253767
murder,2017-03-01,0,2.8359813564192327,6.692483092107204
murder,2017-04-01,19.502237881796937,3.0416567368716803,7.209537086837031
murder,2017-05-01,3.9004475763593867,3.27972090728133,7.736383739137795
murder,2017-06-01,15.601790305437547,3.3781217572576634,7.695178485294918
murder,2017-07-01,3.9004475763593867,3.365793537067428,7.638111730917977
murder,2017-08-01,0,3.2471427000209245,7.81717623206551
murder,2017-09-01,7.800895152718773,3.0244801982882676,7.647446460627897
murder,2017-10-01,7.800895152718773,2.8426827466420295,7.0495987141194085
murder,2017-11-01,7.800895152718773,2.8040055612043253,6.7116952977587525
murder,2017-12-01,3.9004475763593867,2.7777867098314304,6.702327061642729
murder,2018-01-01,3.9004475763593867,2.591103142187956,6.353441570879917
murder,2018-02-01,3.9004475763593867,2.3715685756191833,5.697679213200562
murder,2018-03-01,3.9004475763593867,2.3532645985763994,5.526507153984264
murder,2018-04-01,3.9004475763593867,2.548883901100547,6.034472199856466
murder,2018-05-01,0,2.7778070174240885,6.570872551146297
murder,2018-06-01,0,2.896189800086834,6.646072131781602
murder,2018-07-01,7.800895152718773,2.9231148394910798,6.714805177387112
murder,2018-08-01,11.701342729078164,2.861280211448339,7.0105408875275845
murder,2018-09-01,3.9004475763593867,2.707233553089729,7.007774729849792
murder,2018-10-01,7.800895152718773,2.5863670154132006,6.606358195855113
murder,2018-11-01,0,2.5975904833390584,6.4474044379856945
murder,2018-12-01,11.701342729078164,2.621450452482281,6.604430123373045
murder,2019-01-01,15.601790305437547,2.494848024535443,6.435491820258593
murder,2019-02-01,3.9004475763593867,2.3313250370378142,5.937674059726107
murder,2019-03-01,3.9004475763593867,2.357921563977831,5.91168753414748
murder,2019-04-01,3.9004475763593867,2.6088889378306974,6.6453431852387475
murder,2019-05-01,7.800895152718773,2.902148166217336,7.440819380213435
murder,2019-06-01,7.800895152718773,3.089617735696452,7.741617854236403
murder,2019-07-01,3.9004475763593867,3.180104354712437,8.031060435796283
murder,2019-08-01,3.9004475763593867,3.1738626565197654,8.60541126105915
murder,2019-09-01,31.203580610875093,3.0584224371806266,8.81319553194989
murder,2019-10-01,11.701342729078164,2.970143563016942,8.488705482992073
murder,2019-11-01,11.701342729078164,3.0290642969144757,8.449754189500169
murder,2019-12-01,3.9004475763593867,3.097040883190683,8.79924699772043
murder,2020-01-01,11.701342729078164,2.981897189088351,8.696877460065384
murder,2020-02-01,11.701342729078164,2.8136381203113836,8.115803733155145
murder,2020-03-01,0,2.867797378906088,8.151021113260555
murder,2020-04-01,11.701342729078164,3.1923644800934845,9.216846717559344
murder,2020-05-01,19.502237881796937,3.565661325072327,10.351075707449192
murder,2020-06-01,7.800895152718773,3.8048044475336837,10.772545387340507
murder,2020-07-01,7.800895152718773,3.9179105968062027,11.147963901337107
murder,2020-08-01,7.800895152718773,3.904610222069022,11.881562494557134
murder,2020-09-01,15.601790305437547,3.7500299248941937,12.069057097743881
murder,2020-10-01,7.800895152718773,3.6234327961491632,11.501447277603772
murder,2020-11-01,11.701342729078164,3.6693048580513152,11.29210931851798
murder,2020-12-01,15.601790305437547,3.720081680242672,11.575664827615508
murder,2021-01-01,23.402685458156327,3.5454569515768024,11.232347477066046
murder,2021-02-01,3.9004475763593867,3.3072704714399457,10.271658550183
murder,2021-03-01,7.800895152718773,3.3312044725108083,10.10674799185164
murder,2021-04-01,11.701342729078164,3.6593172951958928,11.170451686422195
murder,2021-05-01,0,4.032567291623562,12.260955452091526
murder,2021-06-01,0,4.24177826484364,12.455150924546553
murder,2021-07-01,11.701342729078164,4.306782046181756,12.588509290048915
murder,2021-08-01,27.30313303451571,4.230097443221498,13.095325318132867
murder,2021-09-01,31.203580610875093,4.004693943083575,12.989251503685143
murder,2021-10-01,7.800895152718773,3.8175887682214835,12.10590883007567
murder,2021-11-01,7.800895152718773,3.81455276398149,11.62771447748816
murder,2021-12-01,15.601790305437547,3.819870407588878,11.681984914912466
murder,2022-01-01,19.502237881796937,3.5966033298618836,11.114410725623062
murder,2022-02-01,15.601790305437547,3.316539822621219,9.976887291021072
murder,2022-03-01,11.701342729078164,3.307723850709402,9.662927382376468
