crime_type,date,observed_rate,global_rate,city_fitted_rate
murder,2017-01-01,0,3.171209515728732,4.599176390945173
murder,2017-02-01,0,2.880609077742155,4.190439141800047
murder,2017-03-01,8.498944714364633,2.8359813564192327,4.189065125685138
murder,2017-04-01,8.498944714364633,3.0416567368716803,4.543334348452472
murder,2017-05-01,0,3.27972090728133,4.892429247007897
murder,2017-06-01,0,3.3781217572576634,5.017166601051026
murder,2017-07-01,8.498944714364633,3.365793537067428,4.995916116410795
murder,2017-08-01,16.997889428729266,3.2471427000209245,4.820772515430826
murder,2017-09-01,0,3.0244801982882676,4.496047938173352
murder,2017-10-01,0,2.8426827466420295,4.2566428043159386
murder,2017-11-01,16.997889428729266,2.8040055612043253,4.233574575766928
murder,2017-12-01,0,2.7777867098314304,4.1869361351939824
murder,2018-01-01,8.498944714364633,2.591103142187956,3.8802263007256363
murder,2018-02-01,0,2.3715685756191833,3.5696967217373374
murder,2018-03-01,0,2.3532645985763994,3.6044770492012095
murder,2018-04-01,8.498944714364633,2.548883901100547,3.9586276559871663
murder,2018-05-01,8.498944714364633,2.7778070174240885,4.321047089361894
murder,2018-06-01,0,2.896189800086834,4.500493082008959
murder,2018-07-01,0,2.9231148394910798,4.555770496996468
murder,2018-08-01,0,2.861280211448339,4.478089815278845
murder,2018-09-01,0,2.707233553089729,4.260821286186354
murder,2018-10-01,0,2.5863670154132006,4.118707477258313
murder,2018-11-01,0,2.5975904833390584,4.191597081936031
murder,2018-12-01,0,2.621450452482281,4.244487566347913
murder,2019-01-01,0,2.494848024535443,4.035234646659688
murder,2019-02-01,0,2.3313250370378142,3.811112682251291
murder,2019-03-01,8.498944714364633,2.357921563977831,3.9419187158095514
murder,2019-04-01,8.498944714364633,2.6088889378306974,4.446051992583099
murder,2019-05-01,0,2.902148166217336,4.97803072585037
murder,2019-06-01,8.498944714364633,3.089617735696452,5.3188023609554405
murder,2019-07-01,16.997889428729266,3.180104354712437,5.512840727191457
murder,2019-08-01,0,3.1738626565197654,5.544485897687703
murder,2019-09-01,0,3.0584224371806266,5.38756814063567
murder,2019-10-01,8.498944714364633,2.970143563016942,5.3033951099912
murder,2019-11-01,0,3.0290642969144757,5.485185541642932
