crime_type,date,observed_rate,global_rate,city_fitted_rate
murder,2017-01-01,10.938203706642348,3.171209515728732,12.258450870628307
murder,2017-02-01,14.915732327239564,2.880609077742155,11.364902589015701
murder,2017-03-01,9.446630473918393,2.8359813564192327,11.12713492401256
murder,2017-04-01,7.955057241194435,3.0416567368716803,11.890682340441577
murder,2017-05-01,11.435394784217003,3.27972090728133,12.898933186638988
murder,2017-06-01,8.94943939634374,3.3781217572576634,12.88044549597395
murder,2017-07-01,10.938203706642348,3.365793537067428,12.098387057754099
murder,2017-08-01,7.457866163619782,3.2471427000209245,11.687343768466818
murder,2017-09-01,8.94943939634374,3.0244801982882676,11.799867450491812
murder,2017-10-01,16.904496637538173,2.8426827466420295,11.770308253733674
murder,2017-11-01,11.932585861791653,2.8040055612043253,11.35080554327612
murder,2017-12-01,13.92135017209026,2.7777867098314304,10.820765685838406
murder,2018-01-01,11.932585861791653,2.591103142187956,10.190663881460276
murder,2018-02-01,6.96067508604513,2.3715685756191833,9.54000806401991
murder,2018-03-01,14.915732327239564,2.3532645985763994,9.43500028808012
murder,2018-04-01,13.92135017209026,2.548883901100547,10.210286106691347
murder,2018-05-01,6.96067508604513,2.7778070174240885,11.228183034324118
murder,2018-06-01,15.412923404814219,2.896189800086834,11.38827703765466
murder,2018-07-01,12.429776939366306,2.9231148394910798,10.875171452422848
murder,2018-08-01,13.424159094515609,2.861280211448339,10.702736215288382
murder,2018-09-01,9.446630473918393,2.707233553089729,11.025203743622523
murder,2018-10-01,11.435394784217003,2.5863670154132006,11.229869308317854
murder,2018-11-01,11.932585861791653,2.5975904833390584,11.082633110786116
murder,2018-12-01,10.938203706642348,2.621450452482281,10.818943146590131
murder,2019-01-01,10.441012629067696,2.494848024535443,10.453969435678859
murder,2019-02-01,11.932585861791653,2.3313250370378142,10.049146667881578
murder,2019-03-01,10.938203706642348,2.357921563977831,10.183110290158957
murder,2019-04-01,9.943821551493043,2.6088889378306974,11.32160768472633
murder,2019-05-01,9.446630473918393,2.902148166217336,12.777078665796942
murder,2019-06-01,13.92135017209026,3.089617735696452,13.302979791711003
murder,2019-07-01,7.955057241194435,3.180104354712437,13.017643766624005
murder,2019-08-01,13.92135017209026,3.1738626565197654,13.12158984896358
murder,2019-09-01,11.435394784217003,3.0584224371806266,13.821171212427277
murder,2019-10-01,12.926968016940958,2.970143563016942,14.356391438109728
murder,2019-11-01,12.429776939366306,3.0290642969144757,14.424000153057401
murder,2019-12-01,14.418541249664914,3.097040883190683,14.290092010309484
murder,2020-01-01,15.91011448238887,2.981897189088351,13.982182416913775
murder,2020-02-01,9.446630473918393,2.8136381203113836,13.572808178491503
murder,2020-03-01,13.424159094515609,2.867797378906088,13.854687607322045
murder,2020-04-01,18.893260947836787,3.1923644800934845,15.473169833425061
murder,2020-05-01,16.904496637538173,3.565661325072327,17.492502392440397
murder,2020-06-01,13.424159094515609,3.8048044475336837,18.195454115683383
murder,2020-07-01,14.418541249664914,3.9179105968062027,17.74232608534796
murder,2020-08-01,17.89887879268748,3.904610222069022,17.7703876989034
murder,2020-09-01,19.390452025411435,3.7500299248941937,18.547588086111812
murder,2020-10-01,25.853936033881915,3.6234327961491632,19.04607335804357
murder,2020-11-01,20.38483418056074,3.6693048580513152,18.860036223165906
murder,2020-12-01,19.887643102986086,3.720081680242672,18.382092854775973
murder,2021-01-01,16.407305559963525,3.5454569515768024,17.649075443155052
murder,2021-02-01,17.89887879268748,3.3072704714399457,16.782741397618857
murder,2021-03-01,17.89887879268748,3.3312044725108083,16.781307640478776
murder,2021-04-01,19.390452025411435,3.6593172951958928,18.318325629280242
murder,2021-05-01,25.35674495630726,4.032567291623562,20.243227368269277
