crime_type,date,observed_rate,global_rate,city_fitted_rate
murder,2017-01-01,0,3.171209515728732,0.43610022678373617
murder,2017-02-01,0,2.880609077742155,0.39644241247710144
murder,2017-03-01,0,2.8359813564192327,0.39110441359469655
murder,2017-04-01,0,3.0416567368716803,0.4194597474017728
murder,2017-05-01,0,3.27972090728133,0.4520607365492264
murder,2017-06-01,0,3.3781217572576634,0.46629166395170046
murder,2017-07-01,0,3.365793537067428,0.46512647079692543
murder,2017-08-01,0,3.2471427000209245,0.44837525832116654
murder,2017-09-01,0,3.0244801982882676,0.41785705787415167
murder,2017-10-01,0,2.8426827466420295,0.3942405350659835
murder,2017-11-01,0,2.8040055612043253,0.3899115816835302
murder,2017-12-01,0,2.7777867098314304,0.3854422361875738
murder,2018-01-01,0,2.591103142187956,0.3583862721447055
murder,2018-02-01,0,2.3715685756191833,0.3280690227223334
murder,2018-03-01,0,2.3532645985763994,0.32599583052256553
murder,2018-04-01,0,2.548883901100547,0.35280083393790984
murder,2018-05-01,0,2.7778070174240885,0.3839545671747161
murder,2018-06-01,0,2.896189800086834,0.40048947507189797
murder,2018-07-01,0,2.9231148394910798,0.40424872391107664
murder,2018-08-01,0,2.861280211448339,0.3949117624935641
murder,2018-09-01,0,2.707233553089729,0.3733703593026938
murder,2018-10-01,0,2.5863670154132006,0.3575818867660072
murder,2018-11-01,15.672957617710441,2.5975904833390584,0.35955427968602305
murder,2018-12-01,0,2.621450452482281,0.36153000815648506
murder,2019-01-01,0,2.494848024535443,0.342399943548154
murder,2019-02-01,0,2.3313250370378142,0.31945628925623293
murder,2019-03-01,0,2.357921563977831,0.3230460507420819
murder,2019-04-01,0,2.6088889378306974,0.3565035235732476
murder,2019-05-01,0,2.902148166217336,0.39535528228658307
murder,2019-06-01,0,3.089617735696452,0.42034593670158305
murder,2019-07-01,0,3.180104354712437,0.43198967012313483
murder,2019-08-01,0,3.1738626565197654,0.42958909902039116
murder,2019-09-01,0,3.0584224371806266,0.41302036608676757
murder,2019-10-01,0,2.970143563016942,0.40153518081174566
murder,2019-11-01,0,3.0290642969144757,0.4094486682330724
murder,2019-12-01,0,3.097040883190683,0.4166411901693637
