date,city_id,crime_type,overdispersion_logit_se
2017-01-01,AL0011200,burglary,0.16280433802288247
2017-02-01,AL0011200,burglary,0.166938330051294
2017-03-01,AL0011200,burglary,0.1657760393302518
2017-04-01,AL0011200,burglary,0.1720566097647137
2017-05-01,AL0011200,burglary,0.16623218574152454
2017-06-01,AL0011200,burglary,0.16207143322173065
2017-07-01,AL0011200,burglary,0.16027362307566867
2017-08-01,AL0011200,burglary,0.16350780650321137
2017-09-01,AL0011200,burglary,0.1617851213565473
2017-10-01,AL0011200,burglary,0.1572995344687006
2017-11-01,AL0011200,burglary,0.16179954059527207
2017-12-01,AL0011200,burglary,0.16338147764549757
2018-01-01,AL0011200,burglary,0.15697664278844076
2018-02-01,AL0011200,burglary,0.17376457221676095
2018-03-01,AL0011200,burglary,0.17979965519365393
2018-04-01,AL0011200,burglary,0.18036750399003496
2018-05-01,AL0011200,burglary,0.1681718087347633
2018-06-01,AL0011200,burglary,0.16237219913994488
2018-07-01,AL0011200,burglary,0.1718560527764959
2018-08-01,AL0011200,burglary,0.16428705401987898
2018-09-01,AL0011200,burglary,0.17453231779058
2018-10-01,AL0011200,burglary,0.16402279524434416
2018-11-01,AL0011200,burglary,0.16596351604552148
2018-12-01,AL0011200,burglary,0.1737257298385071
2019-01-01,AL0011200,burglary,0.17157166079951888
2019-02-01,AL0011200,burglary,0.16736742732779297
2019-03-01,AL0011200,burglary,0.1755570225110474
2019-04-01,AL0011200,burglary,0.1736387950131231
2019-05-01,AL0011200,burglary,0.17459952311677346
2019-06-01,AL0011200,burglary,0.17495731768489242
2019-07-01,AL0011200,burglary,0.17485629715160136
2019-08-01,AL0011200,burglary,0.17446468357213124
2019-09-01,AL0011200,burglary,0.1723189172442942
2019-10-01,AL0011200,burglary,0.17676351581418423
2019-11-01,AL0011200,burglary,0.17361533309535837
2019-12-01,AL0011200,burglary,0.1714554760062932
2020-01-01,AL0011200,burglary,0.17653570977755054
2020-02-01,AL0011200,burglary,0.17467395083171397
2020-03-01,AL0011200,burglary,0.17476518604969216
2020-04-01,AL0011200,burglary,0.17812529119503923
2020-05-01,AL0011200,burglary,0.1779933485365201
2020-06-01,AL0011200,burglary,0.17891614230470615
2020-07-01,AL0011200,burglary,0.1752453525677014
2020-08-01,AL0011200,burglary,0.17727263975129806
