date,city_id,city_label,crime_type,global_trend_centered,city_trend_centered
2019-02-01,AL0011200,"Hoover, AL",assault,-0.14183579246157763,-0.18351978793076995
2019-03-01,AL0011200,"Hoover, AL",assault,-0.1377131601639956,-0.15934973019574095
2019-04-01,AL0011200,"Hoover, AL",assault,-0.13259103199649047,-0.13119399666034148
2019-05-01,AL0011200,"Hoover, AL",assault,-0.12711739093223073,-0.1027654721398843
2019-06-01,AL0011200,"Hoover, AL",assault,-0.12097149339999724,-0.07239937776842353
2019-07-01,AL0011200,"Hoover, AL",assault,-0.11459212546927766,-0.04227541429035142
2019-08-01,AL0011200,"Hoover, AL",assault,-0.10759816177775683,-0.010615773575878507
2019-09-01,AL0011200,"Hoover, AL",assault,-0.10024054843930053,0.02134989204252591
2019-10-01,AL0011200,"Hoover, AL",assault,-0.09281677569532043,0.05235276159225144
2019-11-01,AL0011200,"Hoover, AL",assault,-0.08487609119594808,0.0842292369411961
2019-12-01,AL0011200,"Hoover, AL",assault,-0.07697307371823214,0.11470217341093303
2020-01-01,AL0011200,"Hoover, AL",assault,-0.06862502126338832,0.14557264399736347
2020-02-01,AL0011200,"Hoover, AL",assault,-0.06013728054387357,0.1755805151554135
2020-03-01,AL0011200,"Hoover, AL",assault,-0.05211087261654157,0.20266172854380216
2020-04-01,AL0011200,"Hoover, AL",assault,-0.043481676342297604,0.23032740969979315
2020-05-01,AL0011200,"Hoover, AL",assault,-0.03512420448086573,0.25561997048615304
2020-06-01,AL0011200,"Hoover, AL",assault,-0.02652545807454665,0.2799951255198927
2020-07-01,AL0011200,"Hoover, AL",assault,-0.018282471507289344,0.30165968627195205
2020-08-01,AL0011200,"Hoover, AL",assault,-0.009889878174337952,0.3218275006903877
2020-09-01,AL0011200,"Hoover, AL",assault,-0.0016693859520291454,0.3395058072962378
2020-10-01,AL0011200,"Hoover, AL",assault,0.006079324792782614,0.3540204808862413
2020-11-01,AL0011200,"Hoover, AL",assault,0.01383561440161607,0.36617322273821884
2020-12-01,AL0011200,"Hoover, AL",assault,0.021089330493690994,0.3752615396209844
2021-01-01,AL0011200,"Hoover, AL",assault,0.02832044805045264,0.38203759996089914
2021-02-01,AL0011200,"Hoover, AL",assault,0.035279177080813184,0.386304266400888
2021-03-01,AL0011200,"Hoover, AL",assault,0.04132727513329648,0.3881261664468454
