date,city_id,crime_type,overdispersion_logit_se
2017-01-01,AL0011200,motor,0.18027658730267487
2017-02-01,AL0011200,motor,0.18344753672073666
2017-03-01,AL0011200,motor,0.18362204742669933
2017-04-01,AL0011200,motor,0.18281470406404624
2017-05-01,AL0011200,motor,0.17864154178872454
2017-06-01,AL0011200,motor,0.1793706416471503
2017-07-01,AL0011200,motor,0.1773351464049991
2017-08-01,AL0011200,motor,0.17914225503488226
2017-09-01,AL0011200,motor,0.18118018845338785
2017-10-01,AL0011200,motor,0.17763892239351078
2017-11-01,AL0011200,motor,0.17944272965554303
2017-12-01,AL0011200,motor,0.17746588451770393
2018-01-01,AL0011200,motor,0.17807665987155194
2018-02-01,AL0011200,motor,0.18088647479296313
2018-03-01,AL0011200,motor,0.18250915153185332
2018-04-01,AL0011200,motor,0.1820111549423132
2018-05-01,AL0011200,motor,0.1774951928960948
2018-06-01,AL0011200,motor,0.17979288547851796
2018-07-01,AL0011200,motor,0.1785012044099382
2018-08-01,AL0011200,motor,0.17590669620768884
2018-09-01,AL0011200,motor,0.17901085888699408
2018-10-01,AL0011200,motor,0.1780961411016519
2018-11-01,AL0011200,motor,0.17764398944113802
2018-12-01,AL0011200,motor,0.17375167395975527
2019-01-01,AL0011200,motor,0.17577766056569097
2019-02-01,AL0011200,motor,0.17855603460131209
2019-03-01,AL0011200,motor,0.1790065880035765
2019-04-01,AL0011200,motor,0.17875039691168196
2019-05-01,AL0011200,motor,0.17401607200210992
2019-06-01,AL0011200,motor,0.1750628263705231
2019-07-01,AL0011200,motor,0.1717070312813602
2019-08-01,AL0011200,motor,0.17402290048572455
2019-09-01,AL0011200,motor,0.1773681849087826
2019-10-01,AL0011200,motor,0.17356242624938592
2019-11-01,AL0011200,motor,0.1770678479596444
2019-12-01,AL0011200,motor,0.16701166860557012
2020-01-01,AL0011200,motor,0.17241237821232208
2020-02-01,AL0011200,motor,0.17729122347757043
2020-03-01,AL0011200,motor,0.17718176568305552
2020-04-01,AL0011200,motor,0.17787446047120142
2020-05-01,AL0011200,motor,0.1743686854511679
2020-06-01,AL0011200,motor,0.1688067140989354
2020-07-01,AL0011200,motor,0.16812800239038234
2020-08-01,AL0011200,motor,0.17340512237272926
2020-09-01,AL0011200,motor,0.17179984973541082
2020-10-01,AL0011200,motor,0.1739572983045257
2020-11-01,AL0011200,motor,0.17473565054391216
2020-12-01,AL0011200,motor,0.17048417411165998
2021-01-01,AL0011200,motor,0.16996851235255436
2021-02-01,AL0011200,motor,0.17492355658699665
2021-03-01,AL0011200,motor,0.1739745128069377
2021-04-01,AL0011200,motor,0.17830213584566668
2021-05-01,AL0011200,motor,0.1740129264028045
2021-06-01,AL0011200,motor,0.17284339918698735
2021-07-01,AL0011200,motor,0.1686921912366981
2021-08-01,AL0011200,motor,0.16956282084888422
2021-09-01,AL0011200,motor,0.17510384256651823
2021-10-01,AL0011200,motor,0.17294601104347815
2021-11-01,AL0011200,motor,0.17174152181853689
2021-12-01,AL0011200,motor,0.17419214861533702
2022-01-01,AL0011200,motor,0.1740976415069603
2022-02-01,AL0011200,motor,0.17755289105369884
2022-03-01,AL0011200,motor,0.17522007394435915
2022-04-01,AL0011200,motor,0.17733948784535472
2022-05-01,AL0011200,motor,0.1761975966920147
2022-06-01,AL0011200,motor,0.17391927241317065
2022-07-01,AL0011200,motor,0.1730888079987803
2022-08-01,AL0011200,motor,0.17223531554960642
2022-09-01,AL0011200,motor,0.17687957192257014
2022-10-01,AL0011200,motor,0.1773928293098966
2022-11-01,AL0011200,motor,0.17538836235235594
2022-12-01,AL0011200,motor,0.1748728031938495
2023-01-01,AL0011200,motor,0.17256594811014717
2023-02-01,AL0011200,motor,0.17917192964877754
2023-03-01,AL0011200,motor,0.17883268411418532
2023-04-01,AL0011200,motor,0.17823280959762597
2023-05-01,AL0011200,motor,0.17565527365723843
2023-06-01,AL0011200,motor,0.17384643322682689
2023-07-01,AL0011200,motor,0.16683863728434345
2023-08-01,AL0011200,motor,0.17312238907250788
2023-09-01,AL0011200,motor,0.17664350586763006
2023-10-01,AL0011200,motor,0.17021305186804297
2023-11-01,AL0011200,motor,0.17003585635452037
2023-12-01,AL0011200,motor,0.17536576286630365
2024-01-01,AL0011200,motor,0.17560715651270484
2024-02-01,AL0011200,motor,0.1794314976346704
2024-03-01,AL0011200,motor,0.1795795089740949
2024-04-01,AL0011200,motor,0.17968079071504314
2024-05-01,AL0011200,motor,0.17699591951650168
2024-06-01,AL0011200,motor,0.17742945304028201
2024-07-01,AL0011200,motor,0.17680604981622233
2024-08-01,AL0011200,motor,0.17675491867275878
2024-09-01,AL0011200,motor,0.17731643382811493
2024-10-01,AL0011200,motor,0.18020921016584407
2024-11-01,AL0011200,motor,0.18048608807800576
2024-12-01,AL0011200,motor,0.17925734690414838
2025-01-01,AL0011200,motor,0.17766468109656441
2025-02-01,AL0011200,motor,0.18318778489501353
2025-03-01,AL0011200,motor,0.18273937976082055
2025-04-01,AL0011200,motor,0.18285136910676114
2025-05-01,AL0011200,motor,0.18369797767147675
2025-06-01,AL0011200,motor,0.1823625351542833
2025-07-01,AL0011200,motor,0.1810886273911449
2025-08-01,AL0011200,motor,0.18062121892696226
2025-09-01,AL0011200,motor,0.18406165341540445
2025-10-01,AL0011200,motor,0.18504508847904394
2025-11-01,AL0011200,motor,0.18529538794407965
2025-12-01,AL0011200,motor,0.1842016165950857
2026-01-01,AL0011200,motor,0.18580155381756594
2026-02-01,AL0011200,motor,0.18807311739283653
2026-03-01,AL0011200,motor,0.18741646582735239
2026-04-01,AL0011200,motor,0.18733199925149027
2026-05-01,AL0011200,motor,0.18787649763102515
2026-06-01,AL0011200,motor,0.18714883191055523
2017-01-01,AR0040100,motor,0.18623773739819172
2017-02-01,AR0040100,motor,0.18854588371657402
2017-03-01,AR0040100,motor,0.18780181175237237
