month,city_id,city_label,crime_type,global_season_centered,city_season_centered,city_season_se
1,AL0011200,"Hoover, AL",theft,-0.042789109977786455,0.0017608038347666367,0.0300722251075724
2,AL0011200,"Hoover, AL",theft,-0.09874831863054001,-0.09264859405001805,0.03002722356776228
3,AL0011200,"Hoover, AL",theft,-0.08630062783079621,-0.10450391569234158,0.030134780559483106
4,AL0011200,"Hoover, AL",theft,-0.033476003709148536,-0.03974399801233334,0.030069906564582066
5,AL0011200,"Hoover, AL",theft,0.00180993091596623,0.012313255692279087,0.030134780559483106
6,AL0011200,"Hoover, AL",theft,0.023230761582622765,0.027686570866299026,0.03002722356776228
7,AL0011200,"Hoover, AL",theft,0.05336929189175766,0.039845291637226665,0.030072225107572396
8,AL0011200,"Hoover, AL",theft,0.06714888840375174,0.040335186163330025,0.03002722356776228
9,AL0011200,"Hoover, AL",theft,0.044121015690036715,0.010584412333660212,0.03013478055948311
10,AL0011200,"Hoover, AL",theft,0.022895821795177324,-0.0018620974596599796,0.030069906564582066
11,AL0011200,"Hoover, AL",theft,0.029789499310822014,0.04000015219440893,0.030134780559483106
12,AL0011200,"Hoover, AL",theft,0.018948850558136773,0.06623293249238235,0.03002722356776228
1,AR0040100,"Bentonville, AR",theft,-0.042789109977786455,-0.07126469764931256,0.03282630742100922
2,AR0040100,"Bentonville, AR",theft,-0.09874831863054001,-0.12956809184491794,0.032863743373778675
3,AR0040100,"Bentonville, AR",theft,-0.08630062783079621,-0.10827758168431958,0.03284554351509967
4,AR0040100,"Bentonville, AR",theft,-0.033476003709148536,-0.006520690643296802,0.03286683515338414
5,AR0040100,"Bentonville, AR",theft,0.00180993091596623,0.08127176597363332,0.032845543515099676
6,AR0040100,"Bentonville, AR",theft,0.023230761582622765,0.08430513859250902,0.032863743373778675
7,AR0040100,"Bentonville, AR",theft,0.05336929189175766,0.039767185430073695,0.03282630742100922
8,AR0040100,"Bentonville, AR",theft,0.06714888840375174,0.018391436418900352,0.032863743373778675
9,AR0040100,"Bentonville, AR",theft,0.044121015690036715,0.028598438477540834,0.032845543515099676
10,AR0040100,"Bentonville, AR",theft,0.022895821795177324,0.038018202862535676,0.03286683515338414
11,AR0040100,"Bentonville, AR",theft,0.029789499310822014,0.029904889452384238,0.03284554351509967
12,AR0040100,"Bentonville, AR",theft,0.018948850558136773,-0.004625995385730256,0.032863743373778675
1,AR0230100,"Conway, AR",theft,-0.042789109977786455,-0.04672256682041798,0.028954820595513603
2,AR0230100,"Conway, AR",theft,-0.09874831863054001,-0.12649450238461774,0.028990093939086768
3,AR0230100,"Conway, AR",theft,-0.08630062783079621,-0.11294398075490814,0.0289950117111953
4,AR0230100,"Conway, AR",theft,-0.033476003709148536,-0.025740067760043946,0.029003310341397102
5,AR0230100,"Conway, AR",theft,0.00180993091596623,0.025104686801582385,0.028995011711195305
6,AR0230100,"Conway, AR",theft,0.023230761582622765,0.01779247856108531,0.028990093939086768
7,AR0230100,"Conway, AR",theft,0.05336929189175766,0.02475677091566834,0.0289548205955136
8,AR0230100,"Conway, AR",theft,0.06714888840375174,0.060345520113288524,0.028990093939086768
9,AR0230100,"Conway, AR",theft,0.044121015690036715,0.06876079438832852,0.028995011711195305
10,AR0230100,"Conway, AR",theft,0.022895821795177324,0.04770586366479358,0.029003310341397102
11,AR0230100,"Conway, AR",theft,0.029789499310822014,0.0410442954697468,0.0289950117111953
12,AR0230100,"Conway, AR",theft,0.018948850558136773,0.026390707805494316,0.028990093939086768
1,AR0600200,"Little Rock, AR",theft,-0.042789109977786455,-0.06447466333726999,0.02625101947576829
2,AR0600200,"Little Rock, AR",theft,-0.09874831863054001,-0.11407416805631089,0.026274980113676842
3,AR0600200,"Little Rock, AR",theft,-0.08630062783079621,-0.0991386584874395,0.026296577090209654
4,AR0600200,"Little Rock, AR",theft,-0.033476003709148536,-0.03809172960073661,0.02630603485742335
5,AR0600200,"Little Rock, AR",theft,0.00180993091596623,0.011812940153343823,0.026296577090209657
6,AR0600200,"Little Rock, AR",theft,0.023230761582622765,0.03624750638708106,0.026274980113676842
7,AR0600200,"Little Rock, AR",theft,0.05336929189175766,0.05694092420307484,0.026251019475768286
8,AR0600200,"Little Rock, AR",theft,0.06714888840375174,0.07206187734606337,0.026274980113676842
9,AR0600200,"Little Rock, AR",theft,0.044121015690036715,0.0646601069113871,0.02629657709020966
10,AR0600200,"Little Rock, AR",theft,0.022895821795177324,0.04562546873493176,0.02630603485742335
11,AR0600200,"Little Rock, AR",theft,0.029789499310822014,0.030199350556903662,0.026296577090209654
12,AR0600200,"Little Rock, AR",theft,0.018948850558136773,-0.0017689548110286287,0.026274980113676842
1,AR0600300,"North Little Rock, AR",theft,-0.042789109977786455,-0.05026583806826122,0.02840318755980705
2,AR0600300,"North Little Rock, AR",theft,-0.09874831863054001,-0.12903240030330448,0.02843902371663891
3,AR0600300,"North Little Rock, AR",theft,-0.08630062783079621,-0.12309041851491079,0.028462026638631815
4,AR0600300,"North Little Rock, AR",theft,-0.033476003709148536,-0.05703443357541203,0.028479786570773165
5,AR0600300,"North Little Rock, AR",theft,0.00180993091596623,0.0021800555347302746,0.02846202663863182
6,AR0600300,"North Little Rock, AR",theft,0.023230761582622765,0.043210619735565794,0.02843902371663891
7,AR0600300,"North Little Rock, AR",theft,0.05336929189175766,0.07630841332710497,0.028403187559807048
8,AR0600300,"North Little Rock, AR",theft,0.06714888840375174,0.07854861966320437,0.02843902371663891
9,AR0600300,"North Little Rock, AR",theft,0.044121015690036715,0.046564062615966906,0.028462026638631822
10,AR0600300,"North Little Rock, AR",theft,0.022895821795177324,0.03099185831656827,0.028479786570773165
